0,1,2,grammared,tled,time
000000182923.jpg,นักเตะเทนนิสหญิงที่กําลังดําเนินการในสนาม,a female tennis player in action on the court ,,,0.0
000000043581.jpg,พิซซ่าบนจานบนโต๊ะ,a pizza on a plate on a table ,พิซซ่าบนจานบนโต๊ะ,พิซซ่าบนจานบนโต๊ะ,1.698347091674805
000000514914.jpg,"ห้องน้ํา พร้อมถ้วยน้ํา, ห้องน้ําและถ้วยน้ํา","a bathroom with a sink, toilet and bathtub ",,,0.0
000000284279.jpg,นกเล็ก ๆ น้อย ๆ ที่นั่งอยู่บนเครื่องเลี้ยงนก,a small bird perched on a bird feeder ,นกเล็ก ๆ น้อย ๆ นั่งอยู่บนเครื่องเลี้ยงนก,นกตัวเล็กตัวหนึ่งยืนอยู่บนตะกร้าน้ำนก,2.243589401245117
000000516318.jpg,ชายขับคลื่นบนแผ่นเซิร์ฟ,a man riding a wave on a surfboard ,,,0.0
000000069138.jpg,โคมไฟบนถนนเมือง,a traffic light on a city street ,โคมไฟบนถนนในเมือง,สัญญาณไฟจราจรบนถนนในเมือง,1.6955962181091309
000000070739.jpg,ผู้หญิงสองคนนั่งอยู่บนโต๊ะพร้อมกับแก้วไวน์,two women sitting at a table with a glass of wine ,,,0.0
000000155443.jpg,รถไฟหยุดอยู่ที่สถานีรถไฟ,a train is stopped at a train station ,รถไฟหยุดอยู่ที่สถานีรถไฟ,รถไฟหยุดที่สถานีรถไฟ,1.8109636306762695
000000363188.jpg,คนกลุ่มใหญ่เดินตามถนนพร้อมโทรศัพท์มือถือ,a large group of people walking down a street with a cell phone in their hands ,,,0.0
000000078959.jpg,ไม้กล้วยไม้ที่มีกล้วยไม้แขวนอยู่บนสาขาของมัน,a banana tree with a bunch of bananas hanging from it's branches ,ไม้กล้วยไม้มีกล้วยไม้แขวนอยู่บนสาขาของมัน,ต้นกล้วยที่มีกล้วยหลายกล้วยแขวนอยู่บนกิ่งก้านของมัน,2.511641502380371
000000408112.jpg,เครื่องบินเลื่อนขนาดเล็ก ที่นั่งบนทางสนามบิน,a small propeller plane sitting on top of an airport tarmac ,,,0.0
000000404805.jpg,ผู้หญิงคนหนึ่งนั่งบนโต๊ะเซอร์ฟ์ในน้ํา,a woman is sitting on a surfboard in the water ,ผู้หญิงคนหนึ่งนั่งอยู่บนโต๊ะเซอร์ฟ์ในน้ำ,ผู้หญิงคนหนึ่งนั่งบนเรือคายัคในน้ำ,2.6292707920074463
000000349594.jpg,เด็กชายหนุ่มที่ถือดอนเน็ตในมือ,a young boy holding a doughnut in his hand ,,,0.0
000000527427.jpg,ผู้หญิงที่นั่งบนเก้าอี้หน้าโทรศัพท์มือถือ,a woman sitting on a bench in front of a cell phone ,ผู้หญิงที่นั่งอยู่บนเก้าอี้หน้าโทรศัพท์มือถือ,ผู้หญิงนั่งบนม้านั่งตรงหน้าโทรศัพท์มือถือ,2.625136613845825
000000279278.jpg,ผู้หญิงยืนอยู่บนถนนที่มีหมาและกระดาน skateboard,a woman standing on a sidewalk with a dog and a skateboard ,,,0.0
000000465822.jpg,ผู้ชายที่ยืนอยู่หน้าคอมพิวเตอร์หน้ากลุ่มคน,a man standing in front of a laptop in front of a group of people ,ผู้ชายที่ยืนอยู่หน้าคอมพิวเตอร์หน้ากลุ่มคน,ชายคนหนึ่งยืนอยู่ก่อนคอมพิวเตอร์ในกลุ่มคน,3.2319586277008057
000000156292.jpg,ผนังที่มีหลายประเภทของนาฬิกาที่มัน,a wall with many different types of clocks on it ,,,0.0
000000168593.jpg,ห้องครัวที่มีตู้เย็น หม้อเตา และหน้าต่าง,"a kitchen with a refrigerator, stove and a window ",ห้องครัวที่มีตู้เย็น หม้อเตา และหน้าต่าง,"ห้องครัวที่มีตู้เย็น, เตาและหน้าต่าง",2.245858669281006
000000015440.jpg,ป้ายหยุดที่มุมถนน,a stop sign on the corner of a street ,,,0.0
000000226883.jpg,สองวัวในพื้นที่ติดรั้วที่อยู่ข้างๆอาคาร,two cows in a fenced in area next to a building ,สองวัวในพื้นที่ติดรั้วที่อยู่ข้างๆอาคาร,วัวสองตัวในพื้นที่ปิดสนิทใกล้กับอาคาร,2.457442045211792
000000177539.jpg,ผู้หญิงที่ถือแผ่นเซอร์ฟ์บนชายหาด,a woman holding a surfboard on the beach ,,,0.0
000000274272.jpg,รถบัสขับถนนข้างหน้าโคมไฟ,a bus driving down a street next to a traffic light ,รถบัสขับถนนข้างหน้าโคมไฟ,รถบัสขับผ่านถนนซึ่งอยู่ใกล้กับไฟจราจร,2.2483489513397217
000000320696.jpg,ชายขับคลื่นบนแผ่นเซิร์ฟ,a man riding a wave on a surfboard ,,,0.0
000000434479.jpg,พิซซ่า 2 ชิ้นบนจาน,two slices of pizza on a plate ,พิซซ่า 2 ชิ้นอยู่บนจาน,สองชิ้นพิซซ่าบนจาน,1.394454002380371
000000065288.jpg,กลุ่มใหญ่ของผู้คนนั่งบนเก้าอี้,a large group of people sitting on a bench ,,,0.0
