0,1,2,grammared,tled,time
000000039951.jpg,ชายบนสนามด้วยร็อคเทนนิส,a man on a court with a tennis racket ,ชายคนหนึ่งกำลังเล่นร็อคเทนนิสในสนาม,ชายคนหนึ่งอยู่บนสนามกีฬาด้วยไม้ตีเทนนิส,2.2000324726104736
000000262440.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, ห้องน้ําและหน้าต่าง ","a bathroom with a sink, tub, toilet and window ",,,0.0
000000527960.jpg,เก้าอี้ในสวนที่นั่งกลางพื้นที่ป่าไม้,a park bench sitting in the middle of a wooded area ,เก้าอี้ในสวนนั่งกลางพื้นที่ป่าไม้,เก้าอี้สวนอยู่ตรงกลางป่า,1.935394287109375
000000414676.jpg,อาคารอิฐสูงที่มีหอนาฬิกา,a tall brick building with a clock tower ,,,0.0
000000182923.jpg,นักเตะเทนนิสหญิงที่กําลังดําเนินการในสนาม,a female tennis player in action on the court ,นักเตะเทนนิสหญิงกำลังเล่นในสนาม,นักเทนนิสหญิงกำลังเล่นเกมบนสนาม,1.9841055870056152
000000043581.jpg,พิซซ่าบนจานบนโต๊ะ,a pizza on a plate on a table ,,,0.0
000000514914.jpg,"ห้องน้ํา พร้อมถ้วยน้ํา, ห้องน้ําและถ้วยน้ํา","a bathroom with a sink, toilet and bathtub ",ห้องน้ํามีถ้วยน้ํา,ห้องน้ำที่มีอ่างอาบน้ำ โถส้วมและอ่างอาบน้ำ,2.2239184379577637
000000284279.jpg,นกเล็ก ๆ น้อย ๆ ที่นั่งอยู่บนเครื่องเลี้ยงนก,a small bird perched on a bird feeder ,,,0.0
000000516318.jpg,ชายขับคลื่นบนแผ่นเซิร์ฟ,a man riding a wave on a surfboard ,ชายคนนั้นขับรถบนถนน,ชายคนหนึ่งกำลังขี่กระดานโต้คลื่น,2.084348678588867
000000069138.jpg,โคมไฟบนถนนเมือง,a traffic light on a city street ,,,0.0
000000070739.jpg,ผู้หญิงสองคนนั่งอยู่บนโต๊ะพร้อมกับแก้วไวน์,two women sitting at a table with a glass of wine ,ผู้หญิงสองคนนั่งอยู่บนโต๊ะพร้อมกับแก้วไวน์,สองคนนั่งที่โต๊ะด้วยแก้วไวน์,2.17807674407959
000000155443.jpg,รถไฟหยุดอยู่ที่สถานีรถไฟ,a train is stopped at a train station ,,,0.0
000000363188.jpg,คนกลุ่มใหญ่เดินตามถนนพร้อมโทรศัพท์มือถือ,a large group of people walking down a street with a cell phone in their hands ,คนกลุ่มใหญ่เดินตามถนนพร้อมโทรศัพท์มือถือ,กลุ่มคนใหญ่เดินไปตามถนนโดยถือโทรศัพท์มือถือ,2.581384658813477
000000078959.jpg,ไม้กล้วยไม้ที่มีกล้วยไม้แขวนอยู่บนสาขาของมัน,a banana tree with a bunch of bananas hanging from it's branches ,,,0.0
000000408112.jpg,เครื่องบินเลื่อนขนาดเล็ก ที่นั่งบนทางสนามบิน,a small propeller plane sitting on top of an airport tarmac ,เครื่องบินเลื่อนขนาดเล็ก ที่นั่งบนทางสนามบิน,เครื่องบินโปรเพลเลอร์ขนาดเล็กนั่งอยู่บนทางวิ่งของสนามบิน,2.718751907348633
000000404805.jpg,ผู้หญิงคนหนึ่งนั่งบนโต๊ะเซอร์ฟ์ในน้ํา,a woman is sitting on a surfboard in the water ,,,0.0
000000349594.jpg,เด็กชายหนุ่มที่ถือดอนเน็ตในมือ,a young boy holding a doughnut in his hand ,,,0.0
000000527427.jpg,ผู้หญิงที่นั่งบนเก้าอี้หน้าโทรศัพท์มือถือ,a woman sitting on a bench in front of a cell phone ,,,0.0
000000279278.jpg,ผู้หญิงยืนอยู่บนถนนที่มีหมาและกระดาน skateboard,a woman standing on a sidewalk with a dog and a skateboard ,ผู้หญิงยืนอยู่บนถนนที่มีหมาและกระดานสเก็ตบอร์ด,ผู้หญิงคนหนึ่งยืนอยู่บนทางเท้ากับสุนัขและจักรยาน,2.863994598388672
000000465822.jpg,ผู้ชายที่ยืนอยู่หน้าคอมพิวเตอร์หน้ากลุ่มคน,a man standing in front of a laptop in front of a group of people ,,,0.0
000000156292.jpg,ผนังที่มีหลายประเภทของนาฬิกาที่มัน,a wall with many different types of clocks on it ,ผนังที่มีหลายประเภทของนาฬิกาที่มัน,ผนังที่มีนาฬิกาหลายประเภทอยู่บนนั้น,2.264638900756836
000000168593.jpg,ห้องครัวที่มีตู้เย็น หม้อเตา และหน้าต่าง,"a kitchen with a refrigerator, stove and a window ",,,0.0
000000015440.jpg,ป้ายหยุดที่มุมถนน,a stop sign on the corner of a street ,ป้ายหยุดที่มุมถนน,ป้ายหยุดรถที่มุมถนน,1.5834898948669434
000000226883.jpg,สองวัวในพื้นที่ติดรั้วที่อยู่ข้างๆอาคาร,two cows in a fenced in area next to a building ,,,0.0
